Designator,Mid X,Mid Y,Layer,Rotation
J2,107.156340,-39.290655,Bottom,180.000000
J4,139.303125,-96.440625,Bottom,0.000000
J5,139.303008,-88.999144,Bottom,180.000000
R3,138.478242,-71.437560,Bottom,0.000000
R4,138.478242,-73.818810,Bottom,0.000000
D31,95.250000,-111.918750,Bottom,-90.000000
